"","Species","subspecies","Mig_Sed","HowAssignedMig_Sed","Specimen..","Measurer","Collection","Collection.Year","Collection.Month","Collection.Day","Country","State.province","County.District","Locality","Elevation","Latitude","Longitude","BL.Average","BW.Average","BD.Average","Tarsus.Average","Kipp.s.Average","WC.Average","Tail","Age","Sex","tip.label"
"617","Tyrannus_vociferans","vociferans","partial","taxonomy","31014","MM","The Field Museum","1887",5,"31","United States of America","Arizona","Santa Cruz","Calabasas","",31.467316,-110.975366,15.965,8.37,7.085,19.695,NA,NA,NA,"Adult","Female","Tyrannus_vociferans_vociferans"
"618","Tyrannus_vociferans","vociferans","partial","taxonomy","140249","MM","The Field Museum","1884",6,"9","United States of America","Arizona","Pima","Santa Rita Mountains","",31.716754,-110.867309,15.27,9.005,7.02,19.415,NA,NA,NA,"Adult","Female","Tyrannus_vociferans_vociferans"
"619","Tyrannus_vociferans","vociferans","partial","taxonomy","129146","MM","Smithsonian tiol Museum of tural History","18--",NA,"","United States","Arizona","","Santa Cruz River, W Patagonia Mountains","",31.4,-110.7167,15.58,8.68,7.18,19.82,NA,NA,NA,"Adult","Female","Tyrannus_vociferans_vociferans"
"620","Tyrannus_vociferans","vociferans","partial","taxonomy","140255","MM","The Field Museum","1913",7,"13","Mexico","Baja California","","El Oro","",31.13282,-107.26,15.39,9.165,7.65,20.915,NA,NA,NA,"Adult","Female","Tyrannus_vociferans_vociferans"
"621","Tyrannus_vociferans","vociferans","partial","taxonomy","31007","MM","The Field Museum","1887",6,"8","United States of America","Arizona","Santa Cruz","Calabasas","",31.467316,-110.975366,15.795,8.405,7.395,19.92,NA,NA,NA,"Adult","Female","Tyrannus_vociferans_vociferans"
"622","Tyrannus_vociferans","vociferans","partial","taxonomy","140257","MM","The Field Museum","1914",5,"20","United States of America","California","Los Angeles","Los Angeles","",34.05223,-118.244,15.86,9.145,7.51,19.76,NA,NA,NA,"Adult","Female","Tyrannus_vociferans_vociferans"
"623","Tyrannus_vociferans","vociferans","partial","taxonomy","31012","MM","The Field Museum","1887",6,"9","United States of America","Arizona","Santa Cruz","Calabasas","",31.467316,-110.975366,15.835,8.84,7.54,19.78,NA,NA,NA,"Adult","Female","Tyrannus_vociferans_vociferans"
"624","Tyrannus_vociferans","vociferans","partial","taxonomy","174435","MM","Louisiana State University Museum of tural Sciences","2002",7,"4","United States of America","Texas","Jeff Davis County","Fort Davis, Hwy 18 at Fort Davis tiol Historical Site","",30.59789,-103.894,14.65,8.735,7.345,18.73,NA,NA,NA,"Adult","Female","Tyrannus_vociferans_vociferans"
"625","Tyrannus_vociferans","vociferans","partial","taxonomy","31015","MM","The Field Museum","1887",5,"27","United States of America","Arizona","Santa Cruz","Calabasas","",31.467316,-110.975366,15.795,8.785,7.125,17.725,NA,NA,NA,"Adult","Female","Tyrannus_vociferans_vociferans"
"626","Tyrannus_vociferans","vociferans","partial","taxonomy","140256","MM","The Field Museum","1914",5,"6","United States of America","California","Los Angeles","Calabasas","",34.13633,-118.662,15.54,8.935,7.76,19.285,NA,NA,NA,"Adult","Female","Tyrannus_vociferans_vociferans"
"627","Tyrannus_vociferans","vociferans","partial","taxonomy","14720","MM","The Field Museum","1903",5,"29","United States of America","Arizona","Cochise","Huachuca Mountains","",31.488997,-110.408142,14.745,8.81,7.47,18.24,NA,NA,NA,"Adult","Female","Tyrannus_vociferans_vociferans"
"628","Tyrannus_vociferans","vociferans","partial","taxonomy","70378","MM","The Field Museum","1915",1,"17","United States of America","California","San Bernardino","Chino, 4 mi S","",34.01224,-117.689,16.435,9.42,7.3,20.85,29.43,116.225,NA,"Adult","Female","Tyrannus_vociferans_vociferans"
"629","Tyrannus_vociferans","vociferans","partial","taxonomy","61597","MM","Louisiana State University Museum of tural Sciences","1936",6,"2","United States of America","Arizona","Graham County","Aravaipa Canyon","",32.89735,-110.489,16.24,8.505,6.595,19.895,37.155,125.825,NA,"Adult","Female","Tyrannus_vociferans_vociferans"
"630","Tyrannus_vociferans","vociferans","partial","taxonomy","14719","MM","The Field Museum","1903",5,"27","United States of America","Arizona","Cochise","Huachuca Mountains","",31.488997,-110.408142,15.16,8.61,7.235,19.685,35.76,125.155,NA,"Adult","Female","Tyrannus_vociferans_vociferans"
"631","Tyrannus_vociferans","vociferans","partial","taxonomy","182515","MM","Louisiana State University Museum of tural Sciences","2007",4,"29","United States of America","Texas","Jeff Davis County","12.5 km west Valentine, Miller Ranch Farmhouses","1296m",30.58,-104.72,15.7,9.26,6.97,19.785,37.035,127.265,NA,"Adult","Female","Tyrannus_vociferans_vociferans"
"632","Tyrannus_vociferans","vociferans","partial","taxonomy","140245","MM","The Field Museum","1905",4,"18","United States of America","Arizona","Cochise","Palmerlee","",31.4238,-110.207535,14.58,8.485,6.98,19.285,34.67,124.6,NA,"Adult","Female","Tyrannus_vociferans_vociferans"
"633","Tyrannus_vociferans","vociferans","partial","taxonomy","31017","MM","The Field Museum","1887",5,"23","United States of America","Arizona","Santa Cruz","Calabasas","",31.467316,-110.975366,14.51,8.93,7.37,19.25,36.5,124.625,NA,"Adult","Female","Tyrannus_vociferans_vociferans"
"634","Tyrannus_vociferans","vociferans","partial","taxonomy","304030","MM","The Field Museum","1882",5,"1","United States of America","Arizona","Pinal","Riverside","",33.10534,-110.95789,14.33,8.125,6.8,19.415,35.475,125.965,NA,"Adult","Female","Tyrannus_vociferans_vociferans"
"635","Tyrannus_vociferans","vociferans","partial","taxonomy","47700","MM","The Field Museum","1890",10,"17","United States of America","California","Los Angeles","Vernon","",34.0039,-118.230073,15.7,9.47,7.6,20.935,NA,NA,83.22,"Adult","Female","Tyrannus_vociferans_vociferans"
"636","Tyrannus_vociferans","vociferans","partial","taxonomy","82940","MM","Royal Ontario Museum","1933",4,"14","United States of America","New Mexico","Hidalgo County","Gila River","",32.636,-108.853,15.39,8.535,7.185,20.9,36.075,120.795,84.87,"Adult","Female","Tyrannus_vociferans_vociferans"
"637","Tyrannus_vociferans","vociferans","partial","taxonomy","123908","MM","Royal Ontario Museum","1975",5,"19","United States of America","Texas","Brewster County","14 mi S, 3 mi E Fort Davis","5100ft",30.39411,-103.85,NA,NA,NA,20.62,30.47,119.37,84.15,"Adult","Female","Tyrannus_vociferans_vociferans"
"638","Tyrannus_vociferans","vociferans","partial","taxonomy","40835","MM","Louisiana State University Museum of tural Sciences","1936",4,"29","United States of America","Arizo","Graham County","Aravaipa Canyon","",32.89735,-110.489,16.57,8.825,7.13,20.52,36.065,123.865,84.45,"Adult","Female","Tyrannus_vociferans_vociferans"
"639","Tyrannus_vociferans","vociferans","partial","taxonomy","140254","MM","The Field Museum","1918",5,"6","United States of America","Arizona","Pima","Tucson","",32.221775,-110.926445,17.455,9.19,7.095,20.825,35.78,123.12,85.96,"Adult","Female","Tyrannus_vociferans_vociferans"
"640","Tyrannus_vociferans","vociferans","partial","taxonomy","183398","MM","The Field Museum","1946",2,"19","Mexico","Guerrero","","Chilpancingo","",17.5506,-99.5058,14.735,9.075,7.27,20.95,39.9,129.89,87.07,"Adult","Female","Tyrannus_vociferans_vociferans"
"641","Tyrannus_vociferans","vociferans","partial","taxonomy","70497","MM","The Field Museum","1914",10,"25","United States of America","California","San Bernardino","Chino, 5 mi S","",33.93969,-117.689,15.245,8.66,6.775,20.32,36.995,123.825,84.7,"Adult","Female","Tyrannus_vociferans_vociferans"
"642","Tyrannus_vociferans","vociferans","partial","taxonomy","140258","MM","The Field Museum","1923",1,"21","United States of America","California","Los Angeles","Pomona","",32.60478,-116.613,15.21,9.345,7.655,21.68,37.01,125.055,90.58,"Adult","Female","Tyrannus_vociferans_vociferans"
"643","Tyrannus_vociferans","vociferans","partial","taxonomy","14722","MM","The Field Museum","1903",5,"30","United States of America","Arizona","Cochise","Huachuca Mountains","",31.488997,-110.408142,14.67,8.8,6.965,19.655,35.075,122.655,83.72,"Adult","Female","Tyrannus_vociferans_vociferans"
"644","Tyrannus_vociferans","vociferans","partial","taxonomy","183401","MM","The Field Museum","1946",3,"1","Mexico","Guerrero","","Chilpancingo","",17.5506,-99.5058,14.43,8.53,6.59,19.965,35.045,123.57,85.59,"Adult","Female","Tyrannus_vociferans_vociferans"
"645","Tyrannus_vociferans","vociferans","partial","taxonomy","126009","MM","Royal Ontario Museum","1978",5,"16","United States of America","Texas","Jeff Davis County","10 mi N Alpine","",30.4794,-103.644,NA,NA,NA,20.61,35.73,126.93,88.46,"Adult","Female","Tyrannus_vociferans_vociferans"
"646","Tyrannus_vociferans","vociferans","partial","taxonomy","173510","MM","The Field Museum","1926",4,"18","Mexico","Baja California","","El Rosario","",30.05986,-115.724,15.72,9.19,7.605,20.11,38.975,128.325,87.12,"Adult","Female","Tyrannus_vociferans_vociferans"
"647","Tyrannus_vociferans","vociferans","partial","taxonomy","127162","MM","The Field Museum","1931",2,"9","Mexico","Sonora","","Camoa","",27.22463,-109.26,15.39,8.51,7.325,19.76,34.65,120.965,85.73,"Adult","Female","Tyrannus_vociferans_vociferans"
"648","Tyrannus_vociferans","vociferans","partial","taxonomy","182002","MM","Louisiana State University Museum of tural Sciences","2006",10,"13","United States of America","Texas","Precidio County","Miller Ranch, Sierra Vieja, Mouth ov zhcyn.","",30.5406,-104.689,15.5,8.35,6.94,20.87,36.335,126.72,90.68,"Adult","Female","Tyrannus_vociferans_vociferans"
"649","Tyrannus_vociferans","vociferans","partial","taxonomy","7634","MM","Louisiana State University Museum of tural Sciences","1943",1,"31","Mexico","Michoacan","","Morelia, 15 miles North","",19.86139,-101.197,14.045,8.55,6.755,19.385,34.17,120.05,84.4,"Adult","Female","Tyrannus_vociferans_vociferans"
"650","Tyrannus_vociferans","vociferans","partial","taxonomy","5203","MM","Louisiana State University Museum of tural Sciences","1941",4,"18","Mexico","Coahuila","","Saltillo","5300 feet",25.41942,-101.001,15.435,9.26,6.78,20.31,36.005,126.14,88.62,"Adult","Female","Tyrannus_vociferans_vociferans"
"651","Tyrannus_vociferans","vociferans","partial","taxonomy","40836","MM","Louisiana State University Museum of tural Sciences","1959",1,"1","Mexico","Jalisco","","Northern slope Cerro Nevado, Volcan de Colima","7000 feet",19.56322,-103.609,13.18,8.235,6.81,19.825,32.85,123.585,86.89,"Adult","Female","Tyrannus_vociferans_vociferans"
"652","Tyrannus_vociferans","vociferans","partial","taxonomy","12381","MM","The Field Museum","1902",2,"12","Mexico","Guerrero","","Iguala","",18.34928,-99.5394,14.625,8.465,6.845,20.18,40.725,133.49,88.65,"Adult","Female","Tyrannus_vociferans_vociferans"
"653","Tyrannus_vociferans","vociferans","partial","taxonomy","82939","MM","Royal Ontario Museum","1948",4,"28","United States of America","California","San Luis Obispo County","Shandon","",35.65538,-120.375,16.62,9.045,7.49,20.53,36.13,126.95,90.21,"Adult","Female","Tyrannus_vociferans_vociferans"
"654","Tyrannus_vociferans","vociferans","partial","taxonomy","7389","MM","Smithsonian tiol Museum of tural History","18--",NA,"","","","","","",NA,NA,17.11,8.59,7.815,20.575,NA,NA,90.97,"Adult","Female","Tyrannus_vociferans_vociferans"
"655","Tyrannus_vociferans","vociferans","partial","taxonomy","93030","MM","The Field Museum","1929",5,"7","United States of America","Arizona","Cochise","Huachuca Mountains, Miller Canyon","1570m",31.4163,-110.272034,16.05,8.17,6.57,19.255,34.88,123.345,85.46,"Adult","Female","Tyrannus_vociferans_vociferans"
"656","Tyrannus_vociferans","vociferans","partial","taxonomy","2583","MM","Louisiana State University Museum of tural Sciences","1939",5,"4","United States of America","Texas","Culberson County","Guadalupe Mountains, Frijole","5600 feet",31.90762,-104.801,14.545,8.25,6.415,20.14,39.71,130.85,89.78,"Adult","Female","Tyrannus_vociferans_vociferans"
"657","Tyrannus_vociferans","vociferans","partial","taxonomy","11444","MM","Louisiana State University Museum of tural Sciences","1948",2,"19","Mexico","San Luis Potosi","","Villa de Reyes, Laguno de las Rusias","6200 feet",21.80418,-100.932,14.81,8.345,6.61,20.305,39.39,131.13,90.64,"Adult","Female","Tyrannus_vociferans_vociferans"
"658","Tyrannus_vociferans","vociferans","partial","taxonomy","82936","MM","Royal Ontario Museum","1955",3,"25","United States of America","California","San Luis Obispo County","10 mi SE Shandon, Gillis Canyon","",35.63233,-120.249,15.485,9.295,7.78,20.48,35.115,126.675,91.59,"Adult","Female","Tyrannus_vociferans_vociferans"
"659","Tyrannus_vociferans","vociferans","partial","taxonomy","16621","MM","The Field Museum","1901",5,"20","United States of America","Arizona","Pima","Santa Rita Mountains","",31.716754,-110.867309,15.995,8.9,7.31,19.34,36.775,125.945,86.92,"Adult","Female","Tyrannus_vociferans_vociferans"
"660","Tyrannus_vociferans","vociferans","partial","taxonomy","33856","MM","Louisiana State University Museum of tural Sciences","1964",11,"7","United States of America","Louisiana","Cameron Parish","4.6 miles east Holly Beach","",29.77138,-93.3955,15.005,9.03,6.865,18.91,33.4,122.5,85.21,"Adult","Female","Tyrannus_vociferans_vociferans"
"661","Tyrannus_vociferans","vociferans","partial","taxonomy","183400","MM","The Field Museum","1946",2,"19","Mexico","Guerrero","","Chilpancingo","",17.5506,-99.5058,15.655,9.405,7.585,20.385,NA,NA,93.29,"Adult","Female","Tyrannus_vociferans_vociferans"
"662","Tyrannus_vociferans","vociferans","partial","taxonomy","100619","MM","Royal Ontario Museum","1968",5,"16","United States of America","Texas","Jeff Davis County","37 mi W Fort Davis, Gearhardt Ranch, Davis Mountains","",30.6128,-104.265,15.24,8.55,7.09,20.265,35.365,130.37,92.85,"Adult","Female","Tyrannus_vociferans_vociferans"
"663","Tyrannus_vociferans","vociferans","partial","taxonomy","94648","MM","The Field Museum","1894",2,"22","United States of America","California","San Diego","Lakeside","",32.85727,-116.922,15.09,8.965,7.205,19.74,36.35,129.165,90.74,"Adult","Female","Tyrannus_vociferans_vociferans"
"664","Tyrannus_vociferans","vociferans","partial","taxonomy","304033","MM","The Field Museum","1873",9,"21","United States of America","Arizona","Graham","Mount Turnbull","",33.073948,-110.260924,15.35,NA,NA,19.49,39.28,129.815,89.77,"Adult","Female","Tyrannus_vociferans_vociferans"
"665","Tyrannus_vociferans","vociferans","partial","taxonomy","126007","MM","Royal Ontario Museum","1976",5,"27","United States of America","Texas","Jeff Davis County","10 mi NW Alpine","",30.46114,-103.779,NA,NA,NA,19.12,35.71,121.34,88.1,"Adult","Female","Tyrannus_vociferans_vociferans"
"666","Tyrannus_vociferans","vociferans","partial","taxonomy","183396","MM","The Field Museum","1946",3,"1","Mexico","Guerrero","","Chilpancingo","",17.5506,-99.5058,14.75,8.295,6.425,19.045,41.13,136.215,88.21,"Adult","Female","Tyrannus_vociferans_vociferans"
"667","Tyrannus_vociferans","vociferans","partial","taxonomy","100621","MM","Royal Ontario Museum","1968",5,"2","United States of America","Texas","Brewster County","26 mi S Alpine","",29.97397,-103.642,15.225,8.495,6.895,19.22,38.925,128.475,89.38,"Adult","Female","Tyrannus_vociferans_vociferans"
"668","Tyrannus_vociferans","vociferans","partial","taxonomy","12382","MM","The Field Museum","1902",2,"26","Mexico","Guerrero","","Iguala","",18.34928,-99.5394,16.17,9.29,NA,19.13,34.36,126.895,89.36,"Adult","Female","Tyrannus_vociferans_vociferans"
"669","Tyrannus_vociferans","vociferans","partial","taxonomy","70379","MM","The Field Museum","1914",12,"25","United States of America","California","San Bernardino","Chino","",34.01224,-117.689,14.52,9.145,7.305,18.955,35.615,124.145,88.78,"Adult","Female","Tyrannus_vociferans_vociferans"
"670","Tyrannus_vociferans","vociferans","partial","taxonomy","183397","MM","The Field Museum","1946",1,"19","Mexico","Guerrero","","Chilpancingo","",17.5506,-99.5058,14.735,8.785,6.735,19.585,38.135,126.705,91.83,"Adult","Female","Tyrannus_vociferans_vociferans"
"671","Tyrannus_vociferans","vociferans","partial","taxonomy","45619","MM","Louisiana State University Museum of tural Sciences","1955",11,"15","Mexico","Guajuato","","5 mi. NW Irapuato","5700 feet",20.6784,-101.347,14.33,8.675,7.035,18.255,36.91,121.395,87.72,"Adult","Female","Tyrannus_vociferans_vociferans"
"672","Tyrannus_vociferans","vociferans","partial","taxonomy","182516","MM","Louisiana State University Museum of tural Sciences","2007",5,"1","United States of America","Texas","Jeff Davis County","Miller Ranch, 96 Windmill, 17 km west 5 km north Valentine","1345m",30.6315,-104.6788,15.46,9.235,7.22,18.895,36.04,126.36,91.52,"Adult","Female","Tyrannus_vociferans_vociferans"
"673","Tyrannus_vociferans","vociferans","partial","taxonomy","177405","MM","Louisiana State University Museum of tural Sciences","2003",5,"7","United States of America","Texas","Jeff Davis County","Miller Ranch Farm Complex, 14 km west 2.5 km north Valentine","1286m",30.6113,-104.6438,16.145,8.805,6.715,18.305,NA,NA,94.62,"Adult","Female","Tyrannus_vociferans_vociferans"
"674","Tyrannus_vociferans","vociferans","partial","taxonomy","94689","MM","Louisiana State University Museum of tural Sciences","1958",7,"18","Mexico","Coahuila","","Las Vacas Ranch Orchard","7450 feet",29.32205,-100.949,NA,8.73,6.995,19.81,NA,NA,NA,"Adult","Female","Tyrannus_vociferans_vociferans"
"675","Tyrannus_vociferans","xenopterus","sedentary","taxonomy","183407","MM","The Field Museum","1946",6,"17","Mexico","Guerrero","","Chilpancingo","",17.5506,-99.5058,14.065,8.23,6.095,18.85,NA,NA,NA,"Adult","Female","Tyrannus_vociferans_xenopterus"
"676","Tyrannus_vociferans","xenopterus","sedentary","taxonomy","183402","MM","The Field Museum","1946",5,"8","Mexico","Guerrero","","Chilpancingo","",17.5506,-99.5058,14.165,8.575,6.79,19.595,34.81,120.615,NA,"Adult","Female","Tyrannus_vociferans_xenopterus"
"677","Tyrannus_vociferans","xenopterus","sedentary","taxonomy","183403","MM","The Field Museum","1946",3,"10","Mexico","Guerrero","","Chilpancingo","",17.5506,-99.5058,14.64,8.73,6.615,19.525,29.4,117.92,86.56,"Adult","Female","Tyrannus_vociferans_xenopterus"
"678","Tyrannus_vociferans","xenopterus","sedentary","taxonomy","14298","MM","Louisiana State University Museum of tural Sciences","1947",10,"19","Mexico","Guerrero","","Chilpancingo","",17.5506,-99.5058,15.035,8.595,7.085,20.245,NA,NA,90.18,"Adult","Female","Tyrannus_vociferans_xenopterus"
"679","Tyrannus_vociferans","xenopterus","sedentary","taxonomy","14299","MM","Louisiana State University Museum of tural Sciences","1946",12,"21","Mexico","Guerrero","","Chilpancingo","",17.5506,-99.5058,15.315,8.72,7.015,20.04,32.13,121.45,90.61,"Adult","Female","Tyrannus_vociferans_xenopterus"
"680","Tyrannus_cubensis","","sedentary","taxonomy","75510","MM","Louisiana State University Museum of tural Sciences","1919",2,"25","Cuba","Guantamo","","Santa Rita, Los Ca–os","",20.28387,-75.0835,24.79,14.89,11.505,21.535,NA,NA,NA,"Adult","Female","Tyrannus_cubensis"
"681","Tyrannus_caudifasciatus","bahamensis","sedentary","taxonomy","173676","Nacho","American Museum of tural History","1922",2,"7","Bahamas","","","Nassau","",25.06795,-77.3099,20.5,8.8,7.4,22.45,23.75,107,83,"Adult","Male","Tyrannus_caudifasciatus_bahamensis"
"682","Tyrannus_caudifasciatus","bahamensis","sedentary","taxonomy","497048","Nacho","American Museum of tural History","1898",3,"29","Bahamas","","","Nassau","",25.06795,-77.3099,21.3,9.8,8,22.45,26.25,112.5,85,"Adult","Male","Tyrannus_caudifasciatus_bahamensis"
"683","Tyrannus_caudifasciatus","flavescens","sedentary","taxonomy","42645","Nacho","American Museum of tural History","1802",3,"","Cuba","","","","",22.086469,-78.859375,19.1,8.8,6.7,22.7,22.85,102.5,80,"Adult","Male","Tyrannus_caudifasciatus_flavescens"
"684","Tyrannus_caudifasciatus","flavescens","sedentary","taxonomy","497011","Nacho","American Museum of tural History","1902",3,"14","Cuba","","","Jorobado, Isle of Pines","",21.66586,-83.0972,19.2,8.4,7.3,23.05,23.25,102.5,82,"Adult","Male","Tyrannus_caudifasciatus_flavescens"
"685","Tyrannus_caudifasciatus","flavescens","sedentary","taxonomy","57123","Nacho","American Museum of tural History","1892",3,"28","Cuba","","","Trinidad","",20.7,-76.5167,21,8.4,7.2,22.95,23.9,103.5,83,"Adult","Male","Tyrannus_caudifasciatus_flavescens"
"686","Tyrannus_caudifasciatus","flavescens","sedentary","taxonomy","399457","Nacho","American Museum of tural History","1925",12,"5","Cuba","Santa Clara","","Basilda","",22.7,-79.883333,19.5,8.2,7.6,23.15,24.6,109,84,"Adult","Male","Tyrannus_caudifasciatus_flavescens"
"687","Tyrannus_caudifasciatus","flavescens","sedentary","taxonomy","57119","Nacho","American Museum of tural History","1892",3,"12","Cuba","","","Trinidad","",20.7,-76.5167,19.4,8.8,6.8,23.35,24.35,108,85,"Adult","Male","Tyrannus_caudifasciatus_flavescens"
"688","Tyrannus_caudifasciatus","flavescens","sedentary","taxonomy","57122","Nacho","American Museum of tural History","1892",3,"28","Cuba","","","Trinidad","",20.7,-76.5167,20.7,8.5,7.4,22.75,24.6,105.5,83,"Adult","Male","Tyrannus_caudifasciatus_flavescens"
"689","Tyrannus_caudifasciatus","flavescens","sedentary","taxonomy","497012","Nacho","American Museum of tural History","1902",3,"10","Cuba","","","Nueva Gerona, Isle of Pines","",21.66586,-83.0972,20.1,8.6,7.3,23.45,24,109.5,86,"Adult","Male","Tyrannus_caudifasciatus_flavescens"
"690","Tyrannus_caudifasciatus","flavescens","sedentary","taxonomy","497005","Nacho","American Museum of tural History","",NA,"","Cuba","","","Holguin","",20.70126,-76.3834,19.4,8.5,7.5,23.15,25.05,108,85,"Adult","Male","Tyrannus_caudifasciatus_flavescens"
"691","Tyrannus_caudifasciatus","flavescens","sedentary","taxonomy","399461","Nacho","American Museum of tural History","1922",2,"25","Cuba","","","Guantanamo","",19.91312,-75.1956,20.8,8.4,6.8,22.55,24.2,107,85,"Adult","Male","Tyrannus_caudifasciatus_flavescens"
"692","Tyrannus_caudifasciatus","flavescens","sedentary","taxonomy","57112","Nacho","American Museum of tural History","1892",3,"1","Cuba","","","Trinidad","",20.7,-76.5167,20.6,8.7,7.2,22.4,23.25,107,85,"Adult","Male","Tyrannus_caudifasciatus_flavescens"
"693","Tyrannus_caudifasciatus","flavescens","sedentary","taxonomy","57114","Nacho","American Museum of tural History","1892",3,"2","Cuba","","","Trinidad","",20.7,-76.5167,21.2,8.7,7.4,22.4,23.15,107,86,"Adult","Male","Tyrannus_caudifasciatus_flavescens"
"694","Tyrannus_caudifasciatus","flavescens","sedentary","taxonomy","497015","Nacho","American Museum of tural History","1904",2,"11","Cuba","","","","",22.086469,-78.859375,19.4,8.1,6.9,22.65,24.1,105,87,"Adult","Male","Tyrannus_caudifasciatus_flavescens"
"695","Tyrannus_crassirostris","pompalis","migratory","taxonomy","91526","Nacho","American Museum of tural History","1903",12,"24","Mexico","Sinaloa","","Escuinapa","100 feet",22.83279,-105.778,21.2,12.3,11.3,22.55,38.9,133.5,91,"Adult","Male","Tyrannus_crassirostris_pompalis"
"696","Tyrannus_crassirostris","pompalis","migratory","taxonomy","104826","Nacho","American Museum of tural History","1905",2,"1","Mexico","Tepic","","Ojo de Agua, near Amatlan de Canas","",20.80699,-104.404,19.3,11.4,10.4,21.3,39.7,132,87,"Adult","Male","Tyrannus_crassirostris_pompalis"
"697","Tyrannus_crassirostris","pompalis","migratory","taxonomy","104829","Nacho","American Museum of tural History","1905",3,"5","Mexico","Tepic","","Rio Ameca, near Amatlan de Canas","",20.80699,-104.404,18.7,11.2,10,21.75,33.5,124.5,94,"Adult","Male","Tyrannus_crassirostris_pompalis"
"698","Tyrannus_crassirostris","pompalis","migratory","taxonomy","91531","Nacho","American Museum of tural History","1904",4,"2","Mexico","Sinaloa","","Escuinapa","",22.83279,-105.778,21.2,12.1,11.2,20.9,34.7,125.5,91,"Adult","Male","Tyrannus_crassirostris_pompalis"
"699","Tyrannus_crassirostris","pompalis","migratory","taxonomy","91525","Nacho","American Museum of tural History","1903",12,"22","Mexico","Sinaloa","","Escuinapa","100 feet",22.83279,-105.778,20.5,12.4,11.1,21.8,33.35,126.5,95,"Adult","Male","Tyrannus_crassirostris_pompalis"
"700","Tyrannus_crassirostris","pompalis","migratory","taxonomy","104825","Nacho","American Museum of tural History","1905",1,"4","Mexico","Tepic","","Amatlan de Canas","",20.80699,-104.404,18.6,11.6,10.4,21.5,33.55,125.5,96,"Adult","Male","Tyrannus_crassirostris_pompalis"
"701","Tyrannus_crassirostris","pompalis","migratory","taxonomy","91530","Nacho","American Museum of tural History","1904",3,"12","Mexico","Sinaloa","","Escuinapa","",22.83279,-105.778,20.5,11.8,10,21.2,40.75,130,96,"Adult","Male","Tyrannus_crassirostris_pompalis"
"702","Tyrannus_crassirostris","pompalis","migratory","taxonomy","496190","Nacho","American Museum of tural History","1891",4,"19","Mexico","Tepic","","La Laguna, Terro Tepic","",28.48333,-106.733,20.2,11,10.8,20.85,41.4,133.5,97,"Adult","Male","Tyrannus_crassirostris_pompalis"
"703","Tyrannus_crassirostris","pompalis","migratory","taxonomy","802767","Nacho","American Museum of tural History","1971",7,"24","Mexico","Sonora","","3 mi. W Alamos","",30.6301,-110.787,20.5,11.7,10.6,20.8,39.6,131.5,98,"Adult","Male","Tyrannus_crassirostris_pompalis"
"704","Tyrannus_crassirostris","pompalis","migratory","taxonomy","91524","Nacho","American Museum of tural History","1903",12,"20","Mexico","Sinaloa","","Escuinapa","100 feet",22.83279,-105.778,20.3,11.6,10.9,20.65,43.05,138,98,"Adult","Male","Tyrannus_crassirostris_pompalis"
"705","Tyrannus_melancholicus","melancholicus","partial","location, date of collection","232209","Nacho","American Museum of tural History","1926",5,"17","Peru","","","Puerto India, R’o Amazos","",-2.78333,-70.1167,18.6,9.5,8.1,19.7,34,115.5,92,"Adult","Male","Tyrannus_melancholicus_melancholicus"
"706","Tyrannus_melancholicus","melancholicus","partial","location, date of collection","256327","Nacho","American Museum of tural History","1925",11,"10","Ecuador","","","Boca, Rio Curaray","",-1.38417,-76.9383,16.7,9,7,18.4,26.45,107.5,86,"Adult","Male","Tyrannus_melancholicus_melancholicus"
"707","Tyrannus_melancholicus","melancholicus","partial","location, date of collection","240554","Nacho","American Museum of tural History","1927",1,"2","Peru","","","Santa Rosa, Alto Ucayali","",-14.3172,-76.1621,17.7,9.1,7.4,18.35,30.8,118,92,"Adult","Male","Tyrannus_melancholicus_melancholicus"
"708","Tyrannus_melancholicus","melancholicus","partial","location, date of collection","239428","Nacho","American Museum of tural History","1928",2,"13","Peru","","","Lagarto, Alto Ucayali","",-12.6521,-69.8271,16.5,9.2,7.1,17.45,29.05,111.5,91,"Adult","Male","Tyrannus_melancholicus_melancholicus"
"709","Tyrannus_melancholicus","melancholicus","partial","location, date of collection","232210","Nacho","American Museum of tural History","1926",6,"4","Peru","","","Puerto India, R’o Amazos","",-2.78333,-70.1167,16.5,8.9,7.2,18.45,28.55,115.5,97,"Adult","Male","Tyrannus_melancholicus_melancholicus"
"710","Tyrannus_melancholicus","melancholicus","partial","location, date of collection","232208","Nacho","American Museum of tural History","1926",5,"25","Peru","","","Puerto India, R’o Amazos","",-2.78333,-70.1167,17.6,9.8,8.4,18.1,31.05,116.5,96,"Adult","Male","Tyrannus_melancholicus_melancholicus"
"711","Tyrannus_savana","circumdatus","sedentary","taxonomy","277197","Nacho","American Museum of tural History","1930",8,"10","Brazil","","","Santa Clara-Villa Bella Imperatriz, R. Amazon, S. Bank","",-12.1167,-39.4,12.2,6.6,5.5,17.4,32,102,NA,"Adult","Male","Tyrannus_savana_circumdatus"
"712","Tyrannus_savana","circumdatus","sedentary","taxonomy","277200","Nacho","American Museum of tural History","1930",8,"23","Brazil","","","Santa Clara-Villa Bella Imperatriz, R. Amazon, S. Bank","",-12.1167,-39.4,11.8,5.8,5.2,17.6,32.65,100.5,198,"Adult","Male","Tyrannus_savana_circumdatus"
